 15   
71
116.324102	35.36810781	126.026800   
116.3819824	35.19044872	126.059290 
116.4076833	35.12057468	126.101470 
116.4403982	35.03146944	126.155250 
116.4817861	34.91840881	126.223480 
116.5338529	34.77570144	126.309560 
116.598954	34.59647222	126.417630 
116.6796239	34.37331652	126.552590 
116.7736677	34.11420511	126.720250 
116.8890502	33.79379869	126.927440 
117.0304383	33.3975223	127.182080 
117.1912671	32.94955438	127.493380 
117.3669686	32.46895406	127.871880 
117.5671499	31.91843787	128.329790 
117.7936754	31.29749394	128.880590 
118.0558199	30.57073407	129.539550 
118.3556459	29.72723693	130.323650 
118.6933658	28.77588781	131.251180 
119.078875	27.695965	132.351120 
119.4443634	26.66219859	133.459980 
119.7904967	25.66867043	134.568930 
120.1106364	24.75614166	135.677920 
120.4195197	23.8638003	136.786850 
120.7108924	23.04193709	137.895430 
120.9958823	22.27069114	139.002940 
121.267965	21.53536153	140.110580 
121.5294087	20.83700685	141.218150 
121.7775162	20.18968134	142.325770 
122.0186623	19.5650874	143.433340 
122.2537354	18.97652046	144.540540 
122.486539	18.43585594	145.646680 
122.7173227	17.90629264	146.752540 
122.9383263	17.41932853	147.858560 
123.1543636	16.95686376	148.964510 
123.3662445	16.516321	150.070360 
123.5743074	16.09871315	151.176080 
123.7865528	15.71441199	152.280400 
123.9970969	15.35164879	153.384390 
124.2041714	15.00692699	154.488380 
124.4072914	14.69131355	155.592300 
124.6061585	14.39790501	156.696330 
124.8035378	14.11705583	157.800260 
125.0020388	13.89265244	158.902950 
125.2016543	13.68266167	160.005150 
125.3977084	13.50100142	161.107360 
125.5891548	13.35834704	162.209600 
125.7770894	13.24613254	163.311850 
125.9624122	13.1566701	164.414120 
126.1435909	13.10403033	165.516420 
126.3178735	13.0840409	166.605300 
126.4849809	13.09182072	167.667570 
126.6422138	13.14008174	168.691320 
126.7879085	13.21758071	169.666340 
126.9233792	13.30216417	170.583960 
127.0417297	13.42027232	171.437970 
127.1495403	13.53171458	172.223230 
127.2390894	13.65900101	172.937800 
127.3193006	13.77463959	173.579990 
127.3876449	13.89718297	174.150800 
127.4476284	14.00489028	174.652490 
127.4990218	14.11168069	175.088510 
127.5429735	14.20706903	175.463460 
127.5803146	14.28823557	175.782470 
127.6106497	14.3616821	176.051090 
127.6358247	14.42319731	176.274870 
127.6565618	14.47391605	176.459370 
127.6734711	14.51530057	176.609930 
127.686594	14.55227023	176.731560 
127.6949255	14.59646979	176.828890 
127.7003423	14.64147107	176.905960 
127.6924048	14.79409553	176.966100 

71
125.0717631	36.41966029	125.566800 
125.1245492	36.25183645	125.596870 
125.14557	36.19299169	125.636060 
125.1724666	36.11761153	125.686250 
125.2066704	36.02150847	125.750230 
125.2499262	35.89964326	125.831330 
125.3043022	35.74592863	125.933590 
125.3722199	35.55305061	126.061870 
125.4547173	35.31830296	126.221920 
125.5546657	35.03279918	126.420550 
125.6722021	34.69768921	126.665710 
125.8085249	34.31018458	126.966660 
125.9629662	33.87649496	127.334050 
126.1451229	33.36148968	127.780120 
126.3572547	32.75816348	128.318730 
126.5950943	32.08714687	128.965400 
126.8705552	31.29486095	129.737680 
127.1803734	30.39555685	130.654720 
127.5357336	29.37377268	131.741990 
127.8863608	28.36881564	132.873420 
128.2184071	27.40834528	134.004890 
128.5317875	26.499544	135.136370 
128.8283623	25.63867809	136.267880 
129.1108324	24.8217882	137.399310 
129.3849481	24.05707146	138.529990 
129.6493139	23.34037396	139.660240 
129.9028051	22.65453693	140.790620 
130.1447985	22.00882662	141.921080 
130.3779504	21.40526862	143.051370 
130.6046907	20.82582885	144.181590 
130.8307718	20.28524036	145.310850 
131.0527606	19.77384628	146.439760 
131.2685642	19.29451871	147.568580 
131.4785963	18.83174787	148.697580 
131.6821589	18.40957741	149.826460 
131.8820067	18.00717482	150.955270 
132.0855362	17.62896852	152.083000 
132.2891485	17.26998047	153.210230 
132.4873436	16.94624297	154.337430 
132.6827352	16.64231603	155.464560 
132.8745703	16.36144566	156.591680 
133.0617494	16.10963921	157.718850 
133.253264	15.88591179	158.844860 
133.4424594	15.6882128	159.970710 
133.6298108	15.52215091	161.096240 
133.8116512	15.39171404	162.221940 
133.9899839	15.28950496	163.347650 
134.1658736	15.20708675	164.473380 
134.3368523	15.16611719	165.599140 
134.5021752	15.15227217	166.710730 
134.6606066	15.16374465	167.794560 
134.8091843	15.21451572	168.838220 
134.9463731	15.29282596	169.831150 
135.0733506	15.37836176	170.764430 
135.1827297	15.48787946	171.631840 
135.2818671	15.59317196	172.427990 
135.364575	15.71769084	173.150680 
135.4383809	15.83132747	173.798710 
135.5019849	15.94506864	174.373210 
135.557673	16.04477309	174.876790 
135.6041275	16.14478291	175.313330 
135.6436546	16.23245843	175.687570 
135.6770763	16.30716706	176.004930 
135.70417	16.37633753	176.271180 
135.7266353	16.43372681	176.492160 
135.7450667	16.48085579	176.673640 
135.7600337	16.51916541	176.821130 
135.7713638	16.55624075	176.939750 
135.7789897	16.59807768	177.034170 
135.7844	16.6434258	177.108440 
135.7736041	16.78799862	177.166600 

71
133.8187977	37.47826703	125.174600 
133.8640484	37.3249953	125.202390 
133.8852162	37.26272181	125.238850 
133.9080782	37.19651288	125.286280 
133.9375722	37.11092325	125.347580 
133.9754151	37.00086472	125.426390 
134.0236588	36.86010356	125.527160 
134.0847896	36.68105347	125.655300 
134.1610133	36.4567262	125.817370 
134.2535423	36.18303432	126.021240 
134.3646976	35.85545854	126.276220 
134.4875481	35.50511245	126.593290 
134.6362616	35.07798355	126.985450 
